key,score
53f43307dabfaee0d9b4335d,18.11764706
540895e3dabfae8faa64ea2b,18.11764706
53f4a1acdabfaec3ba77b4be,18.05882353
53f59150dabfaede4af8045b,18.05882353
53f9cd82dabfae7f97afec2b,18
53f47ef2dabfaee43ed52675,17.88235294
54054fcedabfae92b41c203d,17.88235294
5485b410dabfae9b4013396d,17.64705882
53f42e14dabfaee4dc722a68,17.52941176
548f8fc8dabfaef989f09a19,17.47058824
53f43b58dabfaedd74dd0c21,17.41176471
53f4d80cdabfaef64b77b5d6,17.41176471
53f560a6dabfae5ad6f8045b,17.41176471
54854310dabfaed7b5fa2087,17.29411765
54059910dabfae91d3ff6b56,17.23529412
53f7a08fdabfae9060ad4247,17.11764706
53f31921dabfae9a84429c6f,17
53f7ffcedabfae938c6f1f20,17
54092ab9dabfae450f46703f,17
5485ba4bdabfae9b401339cb,16.94117647
53f46f15dabfaeb22f557d10,16.88235294
5484b5b4dabfae8a11fb2252,16.88235294
53f42b30dabfaeb2acfc6f5c,16.82352941
53f48b23dabfaee0d9c73c43,16.70588235
54897a34dabfaed7b5fa3c60,16.58823529
56cb18bac35f4f3c6565e81b,16.58823529
53f47065dabfaee2a1dd6427,16.52941176
5410ec71dabfae44f08f4578,16.47058824
53f42cfadabfaee0d9af7040,16.41176471
53f37100dabfae4b349c0e38,16.35294118
53f46da2dabfaee43ed136a6,16.35294118
53f56805dabfae6525f8045b,16.29411765
54053d4ddabfae91d3fca8dc,16.29411765
54084fa7dabfae44f087b0e6,16.29411765
53f4347bdabfaeb22f45f789,16.23529412
53f46ac7dabfaec09f250db0,16.17647059
548e7e94dabfaef989f09469,16.17647059
54096b7fdabfae450f482af8,16.11764706
560459d145cedb3396397018,16.11764706
53f49f78dabfaec18e77c303,16.05882353
53f4d83edabfaef64f77bb13,16.05882353
53f785a8dabfae9060ac78b9,16
53f46c8edabfaee02adad519,15.94117647
53f7c0bcdabfae90ec11a942,15.94117647
54487f48dabfae87b7e33336,15.94117647
53f43039dabfaec22ba3c2d5,15.82352941
53f43a4cdabfaec09f1a19b5,15.82352941
54102c6ddabfae44f0887a5d,15.82352941
5484e794dabfae8a11fb23fa,15.70588235
548763c5dabfae9b40134654,15.58823529
53f4ce5fdabfaeedd677bbb6,15.47058824
5432d8cfdabfaeb542167191,15.41176471
53f43bf8dabfaedd74dd3cb7,15.35294118
53f4a909dabfaeb22f5752a1,15.35294118
53f56c45dabfae7015f80499,15.29411765
5406a1f2dabfae44f084a1d4,15.29411765
5405ea50dabfae450f3e0eff,15.17647059
5485cab1dabfaed7b5fa251e,15.17647059
5631719845ceb49c5e1232ae,15.17647059
5485b9f7dabfae9b401339bb,15.11764706
54867450dabfae9b40133dcb,15.11764706
5447fce2dabfae87b7dbc507,14.94117647
53f42d2cdabfaec09f111a1c,14.88235294
5405b986dabfae450f3caac8,14.88235294
5440c393dabfae805a6f34a5,14.88235294
560533a945cedb3396594a29,14.88235294
562d108145cedb3398d42940,14.88235294
548a2e3ddabfae9b40134fbc,14.82352941
53f42fb1dabfaec09f131972,14.76470588
5406f160dabfae450f3f8b4d,14.64705882
53f482bfdabfaeb22f57090d,14.58823529
548528b3dabfaed7b5fa1f25,14.58823529
5487701edabfae8a11fb3a4b,14.58823529
53f3993edabfae4b34a87a5c,14.52941176
54301fbbdabfaeca69bcab0e,14.47058824
5485810adabfae9b40133700,14.47058824
53f43ae0dabfaeb22f49c385,14.35294118
53f459cbdabfaee43ecc92ad,14.29411765
53f45a41dabfaedf4361a150,14.29411765
53f4616edabfaeee22a41584,14.29411765
54485a3fdabfae87b7e110bd,14.29411765
5489492bdabfae9b4013487b,14.29411765
53f48e63dabfaeb1a7cd1e98,14.23529412
540971aedabfae450f48618b,14.17647059
54892db4dabfaed7b5fa396e,14.11764706
54874da6dabfaed7b5fa2ec3,14
5487daebdabfaed7b5fa3392,13.94117647
53f438dedabfaefedbae06f1,13.88235294
53f59ae6dabfaeec23f8045b,13.88235294
54898aeedabfaed7b5fa3ce1,13.88235294
544875fcdabfae87b7e28ca7,13.82352941
548739f4dabfae8a11fb36bd,13.76470588
540696e8dabfae44f0844946,13.70588235
548794d7dabfaed7b5fa3142,13.70588235
548a4f8adabfaed7b5fa40e8,13.70588235
560719a145cedb3396a00a8b,13.70588235
53f42df2dabfaedf4351e14b,13.64705882
53f439bedabfaedce554deec,13.64705882
53f47269dabfaedd74e98fc6,13.64705882
53f42eeedabfaee43ebd89ff,13.58823529
5484a85ddabfae8a11fb21aa,13.58823529
53f43466dabfaeb2ac03fff7,13.47058824
5485d811dabfaed7b5fa2580,13.47058824
53f43aefdabfaee1c0ac9709,13.41176471
53f45f8bdabfaee0d9c148c3,13.41176471
53f56977dabfae6798f8045b,13.41176471
53f7c580dabfae938c6da16f,13.29411765
5448e283dabfae87b7e8c242,13.29411765
5484f99adabfae8a11fb25a5,13.29411765
53f49a42dabfaebbd477b6a2,13.23529412
54408c8ddabfae805a6ce9e4,13.23529412
53f4707ddabfaee43ed1dfd7,13.05882353
54096331dabfae8faa68930a,13.05882353
53f43304dabfaeb22f44ecaf,13
53f42db2dabfaee2a1c808ca,12.94117647
53f43689dabfaee0d9b663e4,12.82352941
53f56493dabfae604ff8045b,12.82352941
548d8a37dabfaed7b5fa4915,12.82352941
54483ab3dabfae87b7dee193,12.76470588
54850e1ddabfaed7b5fa1ecd,12.76470588
54875989dabfae9b40134519,12.76470588
53f4368ddabfaee0d9b66665,12.70588235
53f49e96dabfaec18877b47b,12.70588235
5405e426dabfae450f3de8f3,12.70588235
53f4a1f1dabfaedce562fa32,12.64705882
5489d0ebdabfae8a11fb483c,12.64705882
53f42e6bdabfaedce54d2f44,12.58823529
53f4345cdabfaee2a1cd2f53,12.58823529
53f456c8dabfaee02ad5a6b4,12.58823529
5405b06cdabfae8faa5f3a10,12.58823529
543338b0dabfaeb54217cdf9,12.58823529
54859582dabfaed7b5fa2415,12.58823529
53f38933dabfae4b34a261f5,12.52941176
5434cae5dabfaebba5866b2b,12.52941176
53f56c33dabfae6ff7f8045b,12.47058824
5484dfcadabfae9b401331bd,12.47058824
53f42cfedabfaedce54bf7f1,12.41176471
53f47348dabfaedce56003da,12.41176471
5410ba4fdabfae92b429dc55,12.41176471
54054164dabfae92b41ba5a7,12.35294118
540587f1dabfae8faa5dde7f,12.35294118
542a5d92dabfae646d556836,12.35294118
54410237dabfae805a71c6f9,12.35294118
53f4338edabfaedce55123a1,12.29411765
53f44ba4dabfaee43ec92c8e,12.29411765
5434cf06dabfaebba5869bc4,12.29411765
5440ad79dabfae7d84ba21dd,12.29411765
54876107dabfae9b401345c4,12.29411765
562d594045cedb3398dd0aa2,12.29411765
53f42a94dabfaeb1a7b67436,12.23529412
53f42bdfdabfaedce54add91,12.23529412
53f4328bdabfaee2a1cbebe7,12.23529412
53f556cadabfae963d25bd17,12.23529412
544849fbdabfae87b7dff8f3,12.23529412
5487db32dabfae8a11fb3e27,12.23529412
53f4abf1dabfaeb22f575c3a,12.17647059
5406def1dabfae92b42266f1,12.17647059
53f39d39dabfae4b34aa212d,12.11764706
5406c3b3dabfae8faa621d38,12.11764706
54107166dabfae44f08acf79,12.11764706
54485023dabfae87b7e06a0c,12.11764706
54872548dabfae9b40134291,12.11764706
5405c782dabfae92b4200755,12.05882353
53f4580edabfaee02ad5f37b,12
53f47195dabfaefedbb9afd9,12
53fa0550dabfae9467e15b9d,12
5485649cdabfae9b40133697,12
53f79676dabfae9060acf75d,11.94117647
54898f77dabfae8a11fb4624,11.94117647
548c6f20dabfaed7b5fa435a,11.94117647
5609d30145cedb3396f9d130,11.94117647
53f43137dabfaee2a1cad561,11.88235294
53f64df6dabfae0633f16118,11.88235294
53f7ed2adabfae9060af9454,11.88235294
53f42ccadabfaee02ac585bb,11.82352941
53f43d87dabfaeee229e1c4a,11.82352941
53f48d3cdabfaea7cd1d1ba6,11.82352941
53f43022dabfaee2a1c9f4cf,11.76470588
54302e4fdabfaeca69bd2c4b,11.76470588
53f44c5edabfaeecd69c4bb6,11.70588235
53f471a6dabfaeee22a7d3b8,11.70588235
5430233edabfaeca69bccdad,11.70588235
544860a4dabfae87b7e15d96,11.70588235
53f35814dabfae4b34963eb2,11.64705882
544859e9dabfae87b7e10993,11.64705882
5448ce64dabfae87b7e7cea6,11.64705882
5484a25ddabfaed7b5fa1a8a,11.64705882
5487fa94dabfae8a11fb3fb0,11.58823529
54884571dabfae8a11fb41ca,11.58823529
53f4997cdabfaebbd777b5a6,11.52941176
5405c7aedabfae8faa5ff301,11.52941176
54857039dabfae8a11fb2976,11.52941176
5484f322dabfae8a11fb2558,11.47058824
548c60afdabfae9b4013516f,11.47058824
53f49a17dabfaebbd777b7fc,11.41176471
543340ebdabfaeb4c6ab14ec,11.41176471
5484eab9dabfae8a11fb2485,11.41176471
548a881edabfae9b401350f9,11.41176471
53f4d641dabfaeedd07834f8,11.35294118
54876140dabfae9b401345d4,11.35294118
548a2d54dabfae9b40134f98,11.35294118
53f4358ddabfaeb1a7beca72,11.29411765
53f45d5adabfaee02ad72122,11.29411765
53f45ed5dabfaee02ad774e1,11.29411765
53f48abedabfaea6fb77b490,11.29411765
54858c0ddabfae9b401337da,11.29411765
53f44835dabfaeecd69b3dde,11.23529412
53f7afbcdabfae8faa4a80ed,11.23529412
5448840edabfae87b7e38c27,11.23529412
5487cef3dabfaed7b5fa3300,11.23529412
54342868dabfaebba5848ae4,11.17647059
548e7a0bdabfaef989f0940f,11.17647059
562cb05945cedb3398c962d2,11.17647059
53f430a4dabfaedce54eecf6,11.11764706
5485a2b3dabfae9b401338e2,11.11764706
53f42f99dabfaeb22f4241e7,11.05882353
53f47373dabfaee43ed29914,11
54351187dabfaebba589a118,11
54485e24dabfae87b7e146c6,11
5606d09145cedb339695de07,11
53f436fcdabfaeb22f476cba,10.94117647
53f49a67dabfaebbd577b8fa,10.94117647
54891af4dabfae9b4013479a,10.94117647
53f43394dabfaee2a1cca10a,10.88235294
53f4615fdabfaee4dc839ac6,10.88235294
53f7b0e9dabfae9060adcd55,10.88235294
54086bc6dabfae450f4184b1,10.88235294
543333fedabfaeb4c6aac998,10.88235294
53f434d7dabfaee4dc774c37,10.76470588
53f48850dabfaee4dc8b2045,10.76470588
53f396c8dabfae4b34a77565,10.70588235
53f48177dabfaee43ed58670,10.70588235
5489c1f2dabfae9b40134d39,10.70588235
53f49195dabfaeafb277b3ba,10.64705882
53f43126dabfaec09f14428a,10.58823529
53f447e7dabfaee43ec83c8c,10.58823529
53f4a063dabfaec18977b8c8,10.58823529
53f79c3ddabfae9060ad2465,10.58823529
5408cf66dabfae450f44383a,10.58823529
53f42d28dabfaeb2acfe712a,10.52941176
53f433aedabfaeb22f456926,10.52941176
53f4a63cdabfaeb22f5741a4,10.52941176
53f4bd22dabfaedce5654ce1,10.52941176
548a45a3dabfaed7b5fa404c,10.52941176
53f3811fdabfae4b349f8567,10.47058824
53f64de9dabfae0633f16112,10.41176471
53f82bdbdabfae9060b1339b,10.41176471
543337dedabfaeb54217c8d9,10.41176471
5448ebcbdabfae87b7e953ca,10.41176471
5434f8fadabfaebba5888031,10.35294118
54894664dabfae8a11fb4471,10.35294118
53f47223dabfaeecd6a39ac8,10.29411765
53f43421dabfaedce551916f,10.23529412
562cdd8645cedb3398ce9cc6,10.23529412
53f439bedabfaedf4359e7e6,10.17647059
53f45044dabfaedf435f34cb,10.17647059
53f47bd5dabfaedce561d13c,10.17647059
53f4933ddabfaedd74eb4e68,10.17647059
53f4d632dabfaeedd2784092,10.17647059
53f59a7ddabfaeeb81f80482,10.17647059
53f66126dabfaee12d2b560d,10.17647059
54059d35dabfae8faa5e97f3,10.17647059
5430f57adabfae8f2911f173,10.17647059
5484ed91dabfaed7b5fa1d03,10.17647059
53f4780bdabfaec09f284a32,10.11764706
53f49affdabfaeb22f572f15,10.11764706
54324578dabfaeb54214c90a,10.11764706
543506f9dabfaebba589145c,10.11764706
5405b530dabfae450f3c8844,10.05882353
5447edbfdabfae87b7db075d,10.05882353
53f42decdabfaedf4351dd08,10
5408e17bdabfae450f44ad01,10
5489313adabfaed7b5fa39db,9.941176471
53f45812dabfaeb22f507872,9.882352941
53f49318dabfaeb2a6f8045c,9.882352941
53f453d2dabfaedd74e23de2,9.823529412
53f46ba6dabfaeee22a67584,9.823529412
53f47116dabfaee2a1dd8d90,9.823529412
53f55e6adabfae5268f804b1,9.823529412
5435267ddabfaebba58a8e56,9.823529412
5448c172dabfae87b7e742c0,9.823529412
548a0c3edabfae9b40134ebd,9.823529412
548c96acdabfaed7b5fa448e,9.823529412
53f4a244dabfaedd74eb7441,9.764705882
53f4bb39dabfaeda9e77b3ba,9.764705882
53f4d508dabfaef34cf814e4,9.764705882
5410231bdabfae450f4d4e7b,9.764705882
5485ba93dabfae9b401339d3,9.764705882
548a0c6ddabfae9b40134ec5,9.764705882
562d404b45cedb3398d9f9e5,9.764705882
53f43aeadabfaee43ec5bb15,9.705882353
53f441eadabfaee43ec6f7d1,9.705882353
53f7b829dabfae90ec11726a,9.705882353
5408d8f4dabfae8faa65ef3f,9.705882353
544092eddabfae7d84b84c6f,9.705882353
5440b371dabfae805a6e76fa,9.705882353
54484d2cdabfae87b7e02cc4,9.705882353
5488723edabfae8a11fb435e,9.705882353
562d52c945cedb3398dc5296,9.705882353
53f42d30dabfaee1c0a30a68,9.647058824
548784abdabfae8a11fb3aed,9.647058824
5608b93b45cedb3396d4e4c0,9.647058824
53f43529dabfaee0d9b5a9df,9.588235294
53f495b1dabfaeb4c277b821,9.588235294
5405711cdabfae91d3fe371d,9.588235294
5405c3d6dabfae450f3cf0d0,9.588235294
5433f80ddabfaebba583339a,9.588235294
53f43a8edabfaefedbaf05f6,9.529411765
5406e210dabfae450f3f219d,9.529411765
548a07e3dabfaed7b5fa3eaa,9.529411765
53f4aa0adabfaee1c0baf72c,9.470588235
53f636bcdabfaeac809bf136,9.470588235
5430385edabfaeca69bd82d5,9.470588235
54350babdabfaebba5895142,9.470588235
562d5b3f45cedb3398dd4161,9.470588235
53f43426dabfaeecd6949a9d,9.411764706
53f45670dabfaeee22a34467,9.411764706
53f556cddabfae963d25c4d8,9.411764706
548792bfdabfaed7b5fa312f,9.411764706
5615765745ce1e596374d711,9.411764706
54083120dabfae8faa62fa77,9.352941176
5632059345cedb3399f96f7f,9.352941176
53f4341adabfaec09f1672a4,9.294117647
53f57407dabfae7c13f8045b,9.294117647
54314221dabfae8f2913dd7b,9.294117647
5486632cdabfae8a11fb31ea,9.294117647
54874409dabfae9b401344a6,9.294117647
53f46499dabfaec09f238823,9.235294118
53f429c6dabfaeb2acfb89a9,9.176470588
53f49406dabfaeb15b77bcab,9.176470588
53f4b2aedabfaedd74eb9e40,9.176470588
54056290dabfae8faa5cb10f,9.176470588
5433405fdabfaeb54217fd8a,9.176470588
54343e19dabfaebba585315e,9.176470588
5448d072dabfae87b7e7e61e,9.176470588
53f45516dabfaeb22f4fbeb1,9.117647059
53f463e6dabfaee0d9c24e80,9.117647059
53f4b463dabfaed31f77b3ba,9.117647059
54329c23dabfaeb4c6a92b4c,9.117647059
5448b915dabfae87b7e6d140,9.117647059
548609fddabfaed7b5fa2702,9.117647059
53f42ae4dabfaeb1a7b6aa31,9.058823529
53f4376bdabfaee2a1cef9b2,9.058823529
53f7ab51dabfae9467da9d90,9.058823529
53f7ffb0dabfae90ec136659,9.058823529
53f43576dabfaee02acc2229,9
53f4481edabfaee1c0af37ac,9
53f46121dabfaee2a1d9a142,9
53f47b37dabfaefedbbbcf70,9
53fd9b31dabfae8faa5b1792,9
5448465bdabfae87b7dfc0ac,9
56022f9245cedb3395f2d6a2,9
53f44840dabfaee43ec852bb,8.941176471
5486902ddabfae8a11fb334e,8.941176471
53f37901dabfae4b349dba79,8.882352941
53f43b4fdabfaee43ec60168,8.882352941
53f44b1ddabfaee2a1d47d4e,8.882352941
53f495eddabfaeb4c177b879,8.882352941
540536cadabfae8faa5b3ca6,8.882352941
54053a1adabfae44f07fbf0d,8.882352941
544852d4dabfae87b7e0a4a9,8.882352941
5485d8ebdabfae8a11fb2c64,8.882352941
5487d3aadabfaed7b5fa3318,8.882352941
54093ce0dabfae8faa6787a8,8.823529412
54315816dabfae8f29145dc2,8.823529412
544040dfdabfae805a6ac461,8.823529412
5440bcb8dabfae805a6ee350,8.823529412
548764f5dabfae8a11fb38c5,8.823529412
53f429c8dabfaeb1a7b64611,8.764705882
53f4da30dabfaef7e777b3ba,8.764705882
54054c25dabfae450f3a1e35,8.764705882
54326578dabfaeb4ea4eeded,8.764705882
54329a04dabfaeb54215ffba,8.764705882
544846eadabfae87b7dfc955,8.764705882
53f7e486dabfae90ec129ad6,8.705882353
53fd98c4dabfae8faa5af2a0,8.705882353
5405ee3fdabfae91d301db1b,8.705882353
5433918fdabfaebba58191ff,8.705882353
54867028dabfae8a11fb3277,8.705882353
53f45088dabfaee02ad41f29,8.647058824
53f4806cdabfae963d25a184,8.647058824
53f48d79dabfaea7cd1d2cf3,8.647058824
53f643dbdabfaef16a9bf132,8.647058824
5448cb2edabfae87b7e7ba97,8.647058824
53f3a810dabfae4b34ae5c9f,8.588235294
53f47fc0dabfaec09f29d8ea,8.588235294
53f559b5dabfae4703f8045b,8.588235294
53f7ae85dabfae9060adbcc2,8.588235294
54335cb3dabfaeb54218631a,8.588235294
544858f7dabfae87b7e0f9e8,8.588235294
54857294dabfae8a11fb29cd,8.588235294
54897635dabfaed7b5fa3c30,8.588235294
562cfb9245cedb3398d1d5c2,8.588235294
53f43b20dabfaedf435ad28d,8.529411765
53f44edbdabfaee2a1d5633d,8.529411765
5405b14edabfae8faa5f4212,8.529411765
54328978dabfaeb4ea4f7734,8.529411765
54333c17dabfaeb4c6aaf2fb,8.529411765
5433cd8fdabfaebba5828f7b,8.529411765
560c28e345cedb33974b3b1e,8.529411765
53f451abdabfaee1c0b1a80b,8.470588235
53f45d47dabfaedf436244bb,8.470588235
53f4733fdabfaeecd6a3e09f,8.470588235
54057d9ddabfae91d3fe94e8,8.470588235
540955c6dabfae8faa6825ad,8.470588235
54313771dabfae8f29138ae2,8.470588235
54406fc3dabfae805a6bddf3,8.470588235
544883f6dabfae87b7e38b96,8.470588235
548576a2dabfae8a11fb2a14,8.470588235
54876d00dabfae8a11fb39ca,8.470588235
53f42e6fdabfaedce54d3231,8.411764706
53f45165dabfaee4dc7fdfa6,8.411764706
54314744dabfae8f291401e1,8.411764706
5440a32ddabfae805a6e2293,8.411764706
53f44489dabfaee43ec768ab,8.352941176
53f453eddabfaee0d9bea455,8.352941176
53f4bb6fdabfaedaa177b3ba,8.352941176
53f64552dabfaeaf590f3ccd,8.352941176
5405b060dabfae8faa5f39bc,8.352941176
54084bcbdabfae92b423a6cb,8.352941176
53f4572fdabfaeecd69ee049,8.294117647
53f45c72dabfaee0d9c0a2b0,8.294117647
53f46c12dabfaedd74e80aa0,8.294117647
53f48458dabfaee43ed5c724,8.294117647
53f48c8fdabfaea7cd1cf419,8.294117647
5405e29edabfae91d30185e8,8.294117647
54094a45dabfae8faa67d634,8.294117647
5433ba69dabfaebba582121d,8.294117647
543505d0dabfaebba5890990,8.294117647
5484c22cdabfae8a11fb22c2,8.294117647
54877526dabfae8a11fb3acd,8.294117647
548db15ddabfaed7b5fa4957,8.294117647
53f434b3dabfaeecd694fae0,8.235294118
53f44c1edabfaee43ec94ca3,8.235294118
53f4b064dabfaedce564321b,8.235294118
53f4d26fdabfaeedd978020a,8.235294118
5408f4d5dabfae450f452ad0,8.235294118
54109eb6dabfae44f08c75d8,8.235294118
543132fddabfae8f29136e1d,8.235294118
5448a11edabfae87b7e53b0d,8.235294118
548760aedabfae9b401345b4,8.235294118
54895109dabfae9b40134933,8.235294118
5489aaa6dabfaed7b5fa3da2,8.235294118
53f42fc1dabfaee1c0a51e17,8.176470588
53f4305bdabfaedf4353c0e4,8.176470588
53f439f6dabfaec22baa1df3,8.176470588
53f4d2c8dabfaeedd6780997,8.176470588
5405f4fddabfae91d30205de,8.176470588
54104c71dabfae44f089624d,8.176470588
54328e10dabfaeb4c6a8cdc2,8.176470588
5440df6cdabfae7d84bc1cf4,8.176470588
5448a016dabfae87b7e52888,8.176470588
548a1a3cdabfae8a11fb48bf,8.176470588
548fa54ddabfaef989f09a9b,8.176470588
53f43064dabfaedf4353c883,8.117647059
53f450ebdabfaee4dc7fbf14,8.117647059
53f46592dabfaeb22f539d7b,8.117647059
53f48338dabfaedf4369021f,8.117647059
53f4cac9dabfaee57d77ff89,8.117647059
53f55f6bdabfae53dcf8045b,8.117647059
53f7c3d6dabfae938c6d9513,8.117647059
544094d4dabfae7d84b86590,8.117647059
548668c3dabfaed7b5fa291f,8.117647059
5487bbebdabfaed7b5fa3288,8.117647059
548954fedabfae9b40134986,8.117647059
53f445dedabfaee02ad16d18,8.058823529
53f46a1edabfaedd74e78aa5,8.058823529
540572c0dabfae8faa5d262d,8.058823529
5405c01edabfae8faa5fbfac,8.058823529
540690dadabfae44f084162e,8.058823529
5447e881dabfae87b7dab40f,8.058823529
54859048dabfae9b40133819,8.058823529
5485b449dabfae9b4013397c,8.058823529
5486da5bdabfae9b4013409d,8.058823529
548cde00dabfaed7b5fa4718,8.058823529
53f42af9dabfaec09f0ed1c4,8
53f4331bdabfaedf4355dc4b,8
53f439bedabfaefedbae77a4,8
53f4cb50dabfaee57b780dbd,8
53f63277dabfae7c903fa719,8
5433d426dabfaebba582a523,8
53f4475fdabfaee0d9bb70d0,7.941176471
53f46eefdabfaee02adb698d,7.941176471
53f7f062dabfae92b40f5df4,7.941176471
5448ac1cdabfae87b7e5f68d,7.941176471
54870cb2dabfae8a11fb3598,7.941176471
54893fe4dabfaed7b5fa3b4e,7.941176471
53f4370bdabfaee02accfb18,7.882352941
53f43723dabfaec09f183939,7.882352941
53f445f0dabfaefedbb12e23,7.882352941
53f4485cdabfaeb1a7c34793,7.882352941
53f48180dabfaedf4368faaf,7.882352941
54055f1edabfae8faa5c8bb5,7.882352941
5405dbabdabfae450f3daf1a,7.882352941
540971a9dabfae8faa691bfa,7.882352941
54484e87dabfae87b7e04c3c,7.882352941
54891bc0dabfae9b401347b6,7.882352941
548e6f95dabfaef989f093e0,7.882352941
53f4a7c2dabfaedce56373a8,7.823529412
53f4e086dabfaefb4bf80484,7.823529412
5408f3efdabfae450f45265d,7.823529412
54326daddabfaeb542153db6,7.823529412
543514dedabfaebba589c541,7.823529412
53f437aedabfaee2a1cf23d0,7.764705882
53f44689dabfaedd74deed7b,7.764705882
53f464c7dabfaefedbb82805,7.764705882
53f4805adabfae963d2599e6,7.764705882
53f4bd06dabfaeda9977b6a2,7.764705882
53f5664adabfae62acf8045b,7.764705882
540698a2dabfae8faa612c32,7.764705882
5448e040dabfae87b7e8a867,7.764705882
548dcd97dabfaef989f09151,7.764705882
