cntid
5482768
5358752
5482487
5377552
5425421
5401767
5601875
5448586
5821065
5388459
5380535
5423763
5355951
5394233
5868122
5449296
5365465
5430068
5375084
5385874
5367919
5546494
5711862
5609413
5532384
5413858
5366771
5370006
5437736
5355984
5403587
5376740
5443547
5565990
5376789
5413519
5403356
5362389
5368701
5432988
5433884
5570074
5375441
5456820
5428217
5410017
5445628
5398937
5379739
5363482
5355633
5374428
5685558
5824351
5363864
5469665
5367922
5571804
5454124
5420749
5377548
5373795
5408423
5358194
5483718
5501909
5392690
5356220
5506484
5494620
5424342
5466743
5382850
5625161
5565987
5550197
5686333
5565986
5375043
5486213
5645149
5425969
5420236
5565985
6035382
5367979
5460535
5958228
5358921
5482509
5428237
5497977
5379237
5415720
5376040
5359817
5361124
5389962
5578662
5358378
5433862
5591180
5444080
5846897
5452307
5388785
5711482
5383098
5691277
5567725
5380518
5468768
5443165
5477076
5387604
5392728
5357293
5382125
5373677
5440588
5377694
5402874
5474957
5388080
5520357
5557022
5578864
5569205
5744285
5502488
5422933
5446512
5482503
5410828
5361989
5591179
5426699
5614304
5401022
5369419
5418032
5502018
5428142
5370799
5445930
5413018
5425770
5385651
5394643
5428228
5482491
5607011
5530664
5443856
5482490
5543891
5360294
5380541
5415936
5371532
5398311
5430367
5391293
5396828
5424963
5583444
6303475
5411007
5565981
5482501
5377807
5648981
5374058
5422896
5471437
5492551
5379238
5380871
5377531
5395756
5368802
5367928
5365138
5463825
5376882
5383291
5354984
5393418
5356962
5545993
5387995
5392090
5362944
5481958
5413747
5385426
5373339
5359779
5368124
5356531
5491270
5380662
5409913
5387758
5412272
5672260
5642036
5388219
5377125
5402425
5482494
5402547
5700855
5483567
5474703
5428214
5464339
5368163
5593125
5387544
5367150
5436013
5358100
5478533
5489538
5410871
5366003
5536478
5671960
5394313
5385126
5375418
5643555
5473021
5388924
5381807
5669154
5388883
5408229
5568188
5358751
5451178
5358999
5378732
5392055
5460540
5375819
6087768
5369913
5754664
5361058
5415424
5381364
5382667
5943637
5396733
5427639
5361317
5367943
5362802
5369819
5367961
5396584
5903669
5368252
5416811
5390610
5387898
5357557
5375633
5411626
5355418
5419853
5372690
5592129
5441155
5449754
5575340
5417264
5502278
5397420
5369846
5399046
5375440
6050098
5598535
6041932
5428246
5537976
5597394
5614994
5367917
5573128
5375513
5567821
5374786
5358655
5372952
5391465
5572896
5373936
5485190
5375094
5955746
5473534
5466183
5401877
5406754
5367998
5387029
5428243
5403847
5410344
5669617
5367925
5428231
5408624
5612836
5426265
5406069
5367893
5358958
5425625
5354572
5395129
5416917
5368873
5903085
5500582
5428264
5459205
5454456
5380971
5431488
5568861
5440542
5536155
5663928
5367903
5482504
5386991
6948581
5726674
5591048
5362813
5482502
5565988
5422806
5903668
5367909
5482500
5573292
5512452
5393773
5590482
5376829
5359006
5364750
5452227
5744050
5366071
5408163
5404591
5387057
5428236
5413073
5375216
5621009
5820985
5355238
5684693
5441360
6374469
5525479
5395901
5903664
5383094
5411080
5598266
5529671
5377537
5381363
5364386
5462461
5533335
5452165
5377532
5535965
5832931
5413768
5437516
5418246
5752444
5399970
5387081
5452524
5374424
5387419
5359775
5402986
5439920
5402420
5532288
5449400
5371698
5428251
5383837
5599660
5708443
5404281
5384439
6523518
5398644
5367940
6030516
5557035
5537980
5581527
5530663
6355822
6132416
5377673
5437518
6523519
5422315
5367910
5483552
5439340
5367956
5565989
5460037
5359408
5385363
5605603
5360544
5361279
5370395
5398770
5446818
5402136
5955747
5828578
5428405
5455462
5613458
5359833
5387689
5384952
5900264
6312232
5421909
5556163
5483558
5482496
5431532
5700974
5464858
5414183
5367618
5418339
5800169
5578994
5833310
5399312
5377538
5509788
5903671
5433784
5565983
5369719
5370233
5374787
5461924
5643634
5452217
5443858
5355397
5567627
5465442
5399214
5406464
5484723
5432049
5704812
5380302
5366619
5387424
5868121
6359073
5678278
5372234
5430891
5409614
5562709
5919415
5472059
5440717
5638689
5671163
5609010
5713434
5517083
5408142
5421479
6244548
5388846
5652741
5405240
5868120
5387741
5356937
5466580
5367905
5409667
5565222
5403697
5409389
5833272
5390167
5484724
5443780
5402019
5578196
5415320
5434879
5374025
5493504
5368381
5426713
5532367
5497612
5446572
5461706
5375356
5362064
5979615
5833311
5437852
5458595
5599557
5533859
5497676
5377527
5615009
5625427
5578177
5471701
5523970
5764861
5736228
5465449
5688072
5388884
5416489
5616979
5536276
5377553
5367965
5803774
5393366
5592021
5507104
5392710
5687794
5525285
5379314
5565817
5437862
5361669
5389805
5423328
5395352
5908387
5369314
5373278
5416503
5474576
5367936
6244134
5377542
5356961
5423294
5780274
5377547
5502487
5470015
5483556
5591753
6548868
5434543
5628669
5487868
6125526
5789809
6006538
5363122
5411977
5443857
5825027
5362220
5374878
5510908
5447098
5560498
5821103
5860763
5403746
5479197
5392173
5366908
5361683
5414690
5371820
5361727
5367897
6129716
5815641
5418109
5367999
6004597
5375474
5605552
6006536
5670653
5375316
5517116
5597386
5659211
5498870
5471276
5480748
5498546
5367896
5373684
5565223
5511973
6014692
5755384
5885078
5565993
5531233
5571008
5509122
5364751
5565980
5565537
